county,precinct,candidate,measure,value
Lucas,Pine Oak Marsh,Buttigieg,sde,0
Lucas,Pine Oak Marsh,Delaney,expression_1,0
Lucas,Pine Oak Marsh,Delaney,expression_2,0
Lucas,Pine Oak Marsh,Delaney,sde,0
Lucas,Pine Oak Marsh,Gabbard,expression_1,0
Lucas,Pine Oak Marsh,Gabbard,expression_2,0
Lucas,Pine Oak Marsh,Gabbard,sde,0
Lucas,Pine Oak Marsh,Klobuchar,expression_1,3
Lucas,Pine Oak Marsh,Klobuchar,expression_2,3
Lucas,Pine Oak Marsh,Klobuchar,sde,0.07270000000000001
Lucas,Pine Oak Marsh,Other,expression_1,0
Lucas,Pine Oak Marsh,Other,expression_2,0
Lucas,Pine Oak Marsh,Other,sde,0
Lucas,Pine Oak Marsh,Patrick,expression_1,0
Lucas,Pine Oak Marsh,Patrick,expression_2,0
Lucas,Pine Oak Marsh,Patrick,sde,0
Lucas,Pine Oak Marsh,Sanders,expression_1,4
Lucas,Pine Oak Marsh,Sanders,expression_2,4
Lucas,Pine Oak Marsh,Sanders,sde,0.07270000000000001
Lucas,Pine Oak Marsh,Steyer,expression_1,0
Lucas,Pine Oak Marsh,Steyer,expression_2,0
Lucas,Pine Oak Marsh,Steyer,sde,0
Lucas,Pine Oak Marsh,Uncommitted,expression_1,0
Lucas,Pine Oak Marsh,Uncommitted,expression_2,0
Lucas,Pine Oak Marsh,Uncommitted,sde,0
Lucas,Pine Oak Marsh,Warren,expression_1,0
Lucas,Pine Oak Marsh,Warren,expression_2,0
Lucas,Pine Oak Marsh,Warren,sde,0
Lucas,Pine Oak Marsh,Yang,expression_1,0
Lucas,Pine Oak Marsh,Yang,expression_2,0
Lucas,Pine Oak Marsh,Yang,sde,0
Lucas,Total,Bennet,expression_1,0
Lucas,Total,Bennet,expression_2,0
Lucas,Total,Bennet,sde,0
Lucas,Total,Biden,expression_1,61
Lucas,Total,Biden,expression_2,66
Lucas,Total,Biden,sde,1.2365
Lucas,Total,Bloomberg,expression_1,0
Lucas,Total,Bloomberg,expression_2,0
Lucas,Total,Bloomberg,sde,0
Lucas,Total,Buttigieg,expression_1,35
Lucas,Total,Buttigieg,expression_2,34
Lucas,Total,Buttigieg,sde,0.7273
Lucas,Total,Delaney,expression_1,0
Lucas,Total,Delaney,expression_2,0
Lucas,Total,Delaney,sde,0
Lucas,Total,Gabbard,expression_1,0
Lucas,Total,Gabbard,expression_2,0
Lucas,Total,Gabbard,sde,0
Lucas,Total,Klobuchar,expression_1,28
Lucas,Total,Klobuchar,expression_2,28
Lucas,Total,Klobuchar,sde,0.5091
Lucas,Total,Other,expression_1,1
Lucas,Total,Other,expression_2,0
Lucas,Total,Other,sde,0
Lucas,Total,Patrick,expression_1,0
Lucas,Total,Patrick,expression_2,0
Lucas,Total,Patrick,sde,0
Lucas,Total,Sanders,expression_1,55
Lucas,Total,Sanders,expression_2,56
Lucas,Total,Sanders,sde,0.8726000000000002
Lucas,Total,Steyer,expression_1,8
Lucas,Total,Steyer,expression_2,7
Lucas,Total,Steyer,sde,0.14540000000000003
Lucas,Total,Uncommitted,expression_1,0
Lucas,Total,Uncommitted,expression_2,0
Lucas,Total,Uncommitted,sde,0
Lucas,Total,Warren,expression_1,26
Lucas,Total,Warren,expression_2,27
Lucas,Total,Warren,sde,0.3636
Lucas,Total,Yang,expression_1,6
Lucas,Total,Yang,expression_2,6
Lucas,Total,Yang,sde,0.14540000000000003
Lucas,Total_recalc,Bennet,expression_1,0
Lucas,Total_recalc,Bennet,expression_2,0
Lucas,Total_recalc,Bennet,sde,0
Lucas,Total_recalc,Biden,expression_1,61
Lucas,Total_recalc,Biden,expression_2,66
Lucas,Total_recalc,Biden,sde,1.2365000000000002
Lucas,Total_recalc,Bloomberg,expression_1,0
Lucas,Total_recalc,Bloomberg,expression_2,0
Lucas,Total_recalc,Bloomberg,sde,0
Lucas,Total_recalc,Buttigieg,expression_1,35
Lucas,Total_recalc,Buttigieg,expression_2,34
Lucas,Total_recalc,Buttigieg,sde,0.7273000000000001
Lucas,Total_recalc,Delaney,expression_1,0
Lucas,Total_recalc,Delaney,expression_2,0
Lucas,Total_recalc,Delaney,sde,0
Lucas,Total_recalc,Gabbard,expression_1,0
Lucas,Total_recalc,Gabbard,expression_2,0
Lucas,Total_recalc,Gabbard,sde,0
Lucas,Total_recalc,Klobuchar,expression_1,28
Lucas,Total_recalc,Klobuchar,expression_2,28
Lucas,Total_recalc,Klobuchar,sde,0.5091000000000001
Lucas,Total_recalc,Other,expression_1,1
Lucas,Total_recalc,Other,expression_2,0
Lucas,Total_recalc,Other,sde,0
Lucas,Total_recalc,Patrick,expression_1,0
Lucas,Total_recalc,Patrick,expression_2,0
Lucas,Total_recalc,Patrick,sde,0
Lucas,Total_recalc,Sanders,expression_1,55
Lucas,Total_recalc,Sanders,expression_2,56
Lucas,Total_recalc,Sanders,sde,0.8726
Lucas,Total_recalc,Steyer,expression_1,8
Lucas,Total_recalc,Steyer,expression_2,7
Lucas,Total_recalc,Steyer,sde,0.14540000000000003
Lucas,Total_recalc,Uncommitted,expression_1,0
Lucas,Total_recalc,Uncommitted,expression_2,0
Lucas,Total_recalc,Uncommitted,sde,0
Lucas,Total_recalc,Warren,expression_1,26
Lucas,Total_recalc,Warren,expression_2,27
Lucas,Total_recalc,Warren,sde,0.36360000000000003
Lucas,Total_recalc,Yang,expression_1,6
Lucas,Total_recalc,Yang,expression_2,6
Lucas,Total_recalc,Yang,sde,0.14540000000000003
Lucas,Williamson,Bennet,expression_1,0
Lucas,Williamson,Bennet,expression_2,0
Lucas,Williamson,Bennet,sde,0
Lucas,Williamson,Biden,expression_1,3
Lucas,Williamson,Biden,expression_2,3
Lucas,Williamson,Biden,sde,0.14550000000000002
Lucas,Williamson,Bloomberg,expression_1,0
Lucas,Williamson,Bloomberg,expression_2,0
Lucas,Williamson,Bloomberg,sde,0
Lucas,Williamson,Buttigieg,expression_1,4
Lucas,Williamson,Buttigieg,expression_2,4
Lucas,Williamson,Buttigieg,sde,0.21820000000000003
Lucas,Williamson,Delaney,expression_1,0
Lucas,Williamson,Delaney,expression_2,0
Lucas,Williamson,Delaney,sde,0
Lucas,Williamson,Gabbard,expression_1,0
Lucas,Williamson,Gabbard,expression_2,0
Lucas,Williamson,Gabbard,sde,0
Lucas,Williamson,Klobuchar,expression_1,0
Lucas,Williamson,Klobuchar,expression_2,0
Lucas,Williamson,Klobuchar,sde,0
Lucas,Williamson,Other,expression_1,0
Lucas,Williamson,Other,expression_2,0
Lucas,Williamson,Other,sde,0
Lucas,Williamson,Patrick,expression_1,0
Lucas,Williamson,Patrick,expression_2,0
Lucas,Williamson,Patrick,sde,0
Lucas,Williamson,Sanders,expression_1,0
Lucas,Williamson,Sanders,expression_2,0
Lucas,Williamson,Sanders,sde,0
Lucas,Williamson,Steyer,expression_1,2
Lucas,Williamson,Steyer,expression_2,2
Lucas,Williamson,Steyer,sde,0.07270000000000001
Lucas,Williamson,Uncommitted,expression_1,0
Lucas,Williamson,Uncommitted,expression_2,0
Lucas,Williamson,Uncommitted,sde,0
Lucas,Williamson,Warren,expression_1,0
Lucas,Williamson,Warren,expression_2,0
Lucas,Williamson,Warren,sde,0
Lucas,Williamson,Yang,expression_1,2
Lucas,Williamson,Yang,expression_2,2
Lucas,Williamson,Yang,sde,0.07270000000000001
Lyon,PCT 1 GEORGE,Bennet,expression_1,0
Lyon,PCT 1 GEORGE,Bennet,expression_2,0
Lyon,PCT 1 GEORGE,Bennet,sde,0
Lyon,PCT 1 GEORGE,Biden,expression_1,8
Lyon,PCT 1 GEORGE,Biden,expression_2,8
Lyon,PCT 1 GEORGE,Biden,sde,0.2
Lyon,PCT 1 GEORGE,Bloomberg,expression_1,0
Lyon,PCT 1 GEORGE,Bloomberg,expression_2,0
Lyon,PCT 1 GEORGE,Bloomberg,sde,0
Lyon,PCT 1 GEORGE,Buttigieg,expression_1,6
Lyon,PCT 1 GEORGE,Buttigieg,expression_2,7
Lyon,PCT 1 GEORGE,Buttigieg,sde,0.1
Lyon,PCT 1 GEORGE,Delaney,expression_1,0
Lyon,PCT 1 GEORGE,Delaney,expression_2,0
Lyon,PCT 1 GEORGE,Delaney,sde,0
Lyon,PCT 1 GEORGE,Gabbard,expression_1,0
Lyon,PCT 1 GEORGE,Gabbard,expression_2,0
Lyon,PCT 1 GEORGE,Gabbard,sde,0
Lyon,PCT 1 GEORGE,Klobuchar,expression_1,1
Lyon,PCT 1 GEORGE,Klobuchar,expression_2,0
Lyon,PCT 1 GEORGE,Klobuchar,sde,0
Lyon,PCT 1 GEORGE,Other,expression_1,0
Lyon,PCT 1 GEORGE,Other,expression_2,0
Lyon,PCT 1 GEORGE,Other,sde,0
Lyon,PCT 1 GEORGE,Patrick,expression_1,0
Lyon,PCT 1 GEORGE,Patrick,expression_2,0
Lyon,PCT 1 GEORGE,Patrick,sde,0
Lyon,PCT 1 GEORGE,Sanders,expression_1,1
Lyon,PCT 1 GEORGE,Sanders,expression_2,0
Lyon,PCT 1 GEORGE,Sanders,sde,0
Lyon,PCT 1 GEORGE,Steyer,expression_1,0
Lyon,PCT 1 GEORGE,Steyer,expression_2,0
Lyon,PCT 1 GEORGE,Steyer,sde,0
Lyon,PCT 1 GEORGE,Uncommitted,expression_1,0
Lyon,PCT 1 GEORGE,Uncommitted,expression_2,0
Lyon,PCT 1 GEORGE,Uncommitted,sde,0
Lyon,PCT 1 GEORGE,Warren,expression_1,8
Lyon,PCT 1 GEORGE,Warren,expression_2,9
Lyon,PCT 1 GEORGE,Warren,sde,0.2
Lyon,PCT 1 GEORGE,Yang,expression_1,0
Lyon,PCT 1 GEORGE,Yang,expression_2,0
Lyon,PCT 1 GEORGE,Yang,sde,0
Lyon,PCT 2 DOON,Bennet,expression_1,0
Lyon,PCT 2 DOON,Bennet,expression_2,0
Lyon,PCT 2 DOON,Bennet,sde,0
Lyon,PCT 2 DOON,Biden,expression_1,0
Lyon,PCT 2 DOON,Biden,expression_2,0
Lyon,PCT 2 DOON,Biden,sde,0
Lyon,PCT 2 DOON,Bloomberg,expression_1,0
Lyon,PCT 2 DOON,Bloomberg,expression_2,0
Lyon,PCT 2 DOON,Bloomberg,sde,0
Lyon,PCT 2 DOON,Buttigieg,expression_1,3
Lyon,PCT 2 DOON,Buttigieg,expression_2,3
Lyon,PCT 2 DOON,Buttigieg,sde,0.1
Lyon,PCT 2 DOON,Delaney,expression_1,0
Lyon,PCT 2 DOON,Delaney,expression_2,0
Lyon,PCT 2 DOON,Delaney,sde,0
Lyon,PCT 2 DOON,Gabbard,expression_1,0
Lyon,PCT 2 DOON,Gabbard,expression_2,0
Lyon,PCT 2 DOON,Gabbard,sde,0
Lyon,PCT 2 DOON,Klobuchar,expression_1,6
Lyon,PCT 2 DOON,Klobuchar,expression_2,6
Lyon,PCT 2 DOON,Klobuchar,sde,0.1
Lyon,PCT 2 DOON,Other,expression_1,0
Lyon,PCT 2 DOON,Other,expression_2,0
Lyon,PCT 2 DOON,Other,sde,0
Lyon,PCT 2 DOON,Patrick,expression_1,0
Lyon,PCT 2 DOON,Patrick,expression_2,0
Lyon,PCT 2 DOON,Patrick,sde,0
Lyon,PCT 2 DOON,Sanders,expression_1,2
Lyon,PCT 2 DOON,Sanders,expression_2,0
Lyon,PCT 2 DOON,Sanders,sde,0
Lyon,PCT 2 DOON,Steyer,expression_1,0
Lyon,PCT 2 DOON,Steyer,expression_2,0
Lyon,PCT 2 DOON,Steyer,sde,0
Lyon,PCT 2 DOON,Uncommitted,expression_1,0
Lyon,PCT 2 DOON,Uncommitted,expression_2,2
Lyon,PCT 2 DOON,Uncommitted,sde,0
Lyon,PCT 2 DOON,Warren,expression_1,0
Lyon,PCT 2 DOON,Warren,expression_2,0
Lyon,PCT 2 DOON,Warren,sde,0
Lyon,PCT 2 DOON,Yang,expression_1,0
Lyon,PCT 2 DOON,Yang,expression_2,0
Lyon,PCT 2 DOON,Yang,sde,0
Lyon,PCT 3 INWOOD,Bennet,expression_1,0
Lyon,PCT 3 INWOOD,Bennet,expression_2,0
Lyon,PCT 3 INWOOD,Bennet,sde,0
Lyon,PCT 3 INWOOD,Biden,expression_1,0
Lyon,PCT 3 INWOOD,Biden,expression_2,0
Lyon,PCT 3 INWOOD,Biden,sde,0
Lyon,PCT 3 INWOOD,Bloomberg,expression_1,0
Lyon,PCT 3 INWOOD,Bloomberg,expression_2,0
Lyon,PCT 3 INWOOD,Bloomberg,sde,0
Lyon,PCT 3 INWOOD,Buttigieg,expression_1,3
Lyon,PCT 3 INWOOD,Buttigieg,expression_2,0
Lyon,PCT 3 INWOOD,Buttigieg,sde,0
Lyon,PCT 3 INWOOD,Delaney,expression_1,0
Lyon,PCT 3 INWOOD,Delaney,expression_2,0
Lyon,PCT 3 INWOOD,Delaney,sde,0
Lyon,PCT 3 INWOOD,Gabbard,expression_1,0
Lyon,PCT 3 INWOOD,Gabbard,expression_2,0
Lyon,PCT 3 INWOOD,Gabbard,sde,0
Lyon,PCT 3 INWOOD,Klobuchar,expression_1,5
Lyon,PCT 3 INWOOD,Klobuchar,expression_2,7
Lyon,PCT 3 INWOOD,Klobuchar,sde,0.1
Lyon,PCT 3 INWOOD,Other,expression_1,0
Lyon,PCT 3 INWOOD,Other,expression_2,0
Lyon,PCT 3 INWOOD,Other,sde,0
Lyon,PCT 3 INWOOD,Patrick,expression_1,0
Lyon,PCT 3 INWOOD,Patrick,expression_2,0
Lyon,PCT 3 INWOOD,Patrick,sde,0
Lyon,PCT 3 INWOOD,Sanders,expression_1,4
Lyon,PCT 3 INWOOD,Sanders,expression_2,5
Lyon,PCT 3 INWOOD,Sanders,sde,0.1
Lyon,PCT 3 INWOOD,Steyer,expression_1,0
Lyon,PCT 3 INWOOD,Steyer,expression_2,0
Lyon,PCT 3 INWOOD,Steyer,sde,0
Lyon,PCT 3 INWOOD,Uncommitted,expression_1,0
Lyon,PCT 3 INWOOD,Uncommitted,expression_2,0
Lyon,PCT 3 INWOOD,Uncommitted,sde,0
Lyon,PCT 3 INWOOD,Warren,expression_1,5
Lyon,PCT 3 INWOOD,Warren,expression_2,5
Lyon,PCT 3 INWOOD,Warren,sde,0.1
Lyon,PCT 3 INWOOD,Yang,expression_1,0
Lyon,PCT 3 INWOOD,Yang,expression_2,0
Lyon,PCT 3 INWOOD,Yang,sde,0
Lyon,PCT 4 LARCHWOOD,Bennet,expression_1,0
Lyon,PCT 4 LARCHWOOD,Bennet,expression_2,0
Lyon,PCT 4 LARCHWOOD,Bennet,sde,0
Lyon,PCT 4 LARCHWOOD,Biden,expression_1,7
Lyon,PCT 4 LARCHWOOD,Biden,expression_2,7
Lyon,PCT 4 LARCHWOOD,Biden,sde,0.1
Lyon,PCT 4 LARCHWOOD,Bloomberg,expression_1,0
Lyon,PCT 4 LARCHWOOD,Bloomberg,expression_2,0
Lyon,PCT 4 LARCHWOOD,Bloomberg,sde,0
Lyon,PCT 4 LARCHWOOD,Buttigieg,expression_1,7
Lyon,PCT 4 LARCHWOOD,Buttigieg,expression_2,7
Lyon,PCT 4 LARCHWOOD,Buttigieg,sde,0.1
Lyon,PCT 4 LARCHWOOD,Delaney,expression_1,0
Lyon,PCT 4 LARCHWOOD,Delaney,expression_2,0
Lyon,PCT 4 LARCHWOOD,Delaney,sde,0
Lyon,PCT 4 LARCHWOOD,Gabbard,expression_1,0
Lyon,PCT 4 LARCHWOOD,Gabbard,expression_2,0
Lyon,PCT 4 LARCHWOOD,Gabbard,sde,0
Lyon,PCT 4 LARCHWOOD,Klobuchar,expression_1,16
Lyon,PCT 4 LARCHWOOD,Klobuchar,expression_2,16
Lyon,PCT 4 LARCHWOOD,Klobuchar,sde,0.3
Lyon,PCT 4 LARCHWOOD,Other,expression_1,0
Lyon,PCT 4 LARCHWOOD,Other,expression_2,0
Lyon,PCT 4 LARCHWOOD,Other,sde,0
Lyon,PCT 4 LARCHWOOD,Patrick,expression_1,0
Lyon,PCT 4 LARCHWOOD,Patrick,expression_2,0
Lyon,PCT 4 LARCHWOOD,Patrick,sde,0
Lyon,PCT 4 LARCHWOOD,Sanders,expression_1,0
Lyon,PCT 4 LARCHWOOD,Sanders,expression_2,0
Lyon,PCT 4 LARCHWOOD,Sanders,sde,0
Lyon,PCT 4 LARCHWOOD,Steyer,expression_1,0
Lyon,PCT 4 LARCHWOOD,Steyer,expression_2,0
Lyon,PCT 4 LARCHWOOD,Steyer,sde,0
Lyon,PCT 4 LARCHWOOD,Uncommitted,expression_1,0
Lyon,PCT 4 LARCHWOOD,Uncommitted,expression_2,0
Lyon,PCT 4 LARCHWOOD,Uncommitted,sde,0
Lyon,PCT 4 LARCHWOOD,Warren,expression_1,15
Lyon,PCT 4 LARCHWOOD,Warren,expression_2,15
Lyon,PCT 4 LARCHWOOD,Warren,sde,0.2
Lyon,PCT 4 LARCHWOOD,Yang,expression_1,0
Lyon,PCT 4 LARCHWOOD,Yang,expression_2,0
Lyon,PCT 4 LARCHWOOD,Yang,sde,0
Lyon,PCT 5 LESTER,Bennet,expression_1,0
Lyon,PCT 5 LESTER,Bennet,expression_2,0
Lyon,PCT 5 LESTER,Bennet,sde,0
Lyon,PCT 5 LESTER,Biden,expression_1,1
Lyon,PCT 5 LESTER,Biden,expression_2,0
Lyon,PCT 5 LESTER,Biden,sde,0
Lyon,PCT 5 LESTER,Bloomberg,expression_1,0
Lyon,PCT 5 LESTER,Bloomberg,expression_2,0
Lyon,PCT 5 LESTER,Bloomberg,sde,0
Lyon,PCT 5 LESTER,Buttigieg,expression_1,0
Lyon,PCT 5 LESTER,Buttigieg,expression_2,0
Lyon,PCT 5 LESTER,Buttigieg,sde,0
Lyon,PCT 5 LESTER,Delaney,expression_1,0
Lyon,PCT 5 LESTER,Delaney,expression_2,0
Lyon,PCT 5 LESTER,Delaney,sde,0
Lyon,PCT 5 LESTER,Gabbard,expression_1,0
Lyon,PCT 5 LESTER,Gabbard,expression_2,0
Lyon,PCT 5 LESTER,Gabbard,sde,0
Lyon,PCT 5 LESTER,Klobuchar,expression_1,8
Lyon,PCT 5 LESTER,Klobuchar,expression_2,12
Lyon,PCT 5 LESTER,Klobuchar,sde,0.1
Lyon,PCT 5 LESTER,Other,expression_1,0
Lyon,PCT 5 LESTER,Other,expression_2,0
Lyon,PCT 5 LESTER,Other,sde,0
Lyon,PCT 5 LESTER,Patrick,expression_1,0
Lyon,PCT 5 LESTER,Patrick,expression_2,0
Lyon,PCT 5 LESTER,Patrick,sde,0
Lyon,PCT 5 LESTER,Sanders,expression_1,8
Lyon,PCT 5 LESTER,Sanders,expression_2,11
Lyon,PCT 5 LESTER,Sanders,sde,0.1
Lyon,PCT 5 LESTER,Steyer,expression_1,0
Lyon,PCT 5 LESTER,Steyer,expression_2,0
Lyon,PCT 5 LESTER,Steyer,sde,0
Lyon,PCT 5 LESTER,Uncommitted,expression_1,0
Lyon,PCT 5 LESTER,Uncommitted,expression_2,0
Lyon,PCT 5 LESTER,Uncommitted,sde,0
Lyon,PCT 5 LESTER,Warren,expression_1,6
Lyon,PCT 5 LESTER,Warren,expression_2,0
Lyon,PCT 5 LESTER,Warren,sde,0
Lyon,PCT 5 LESTER,Yang,expression_1,0
Lyon,PCT 5 LESTER,Yang,expression_2,0
Lyon,PCT 5 LESTER,Yang,sde,0
Lyon,PCT 6 LITTLE ROCK,Bennet,expression_1,0
Lyon,PCT 6 LITTLE ROCK,Bennet,expression_2,0
Lyon,PCT 6 LITTLE ROCK,Bennet,sde,0
Lyon,PCT 6 LITTLE ROCK,Biden,expression_1,0
Lyon,PCT 6 LITTLE ROCK,Biden,expression_2,0
Lyon,PCT 6 LITTLE ROCK,Biden,sde,0
Lyon,PCT 6 LITTLE ROCK,Bloomberg,expression_1,0
Lyon,PCT 6 LITTLE ROCK,Bloomberg,expression_2,0
Lyon,PCT 6 LITTLE ROCK,Bloomberg,sde,0
Lyon,PCT 6 LITTLE ROCK,Buttigieg,expression_1,0
Lyon,PCT 6 LITTLE ROCK,Buttigieg,expression_2,0
Lyon,PCT 6 LITTLE ROCK,Buttigieg,sde,0
Lyon,PCT 6 LITTLE ROCK,Delaney,expression_1,0
Lyon,PCT 6 LITTLE ROCK,Delaney,expression_2,0
Lyon,PCT 6 LITTLE ROCK,Delaney,sde,0
Lyon,PCT 6 LITTLE ROCK,Gabbard,expression_1,0
Lyon,PCT 6 LITTLE ROCK,Gabbard,expression_2,0
Lyon,PCT 6 LITTLE ROCK,Gabbard,sde,0
Lyon,PCT 6 LITTLE ROCK,Klobuchar,expression_1,0
Lyon,PCT 6 LITTLE ROCK,Klobuchar,expression_2,0
Lyon,PCT 6 LITTLE ROCK,Klobuchar,sde,0
Lyon,PCT 6 LITTLE ROCK,Other,expression_1,0
Lyon,PCT 6 LITTLE ROCK,Other,expression_2,0
Lyon,PCT 6 LITTLE ROCK,Other,sde,0
Lyon,PCT 6 LITTLE ROCK,Patrick,expression_1,0
Lyon,PCT 6 LITTLE ROCK,Patrick,expression_2,0
Lyon,PCT 6 LITTLE ROCK,Patrick,sde,0
Lyon,PCT 6 LITTLE ROCK,Sanders,expression_1,4
Lyon,PCT 6 LITTLE ROCK,Sanders,expression_2,4
Lyon,PCT 6 LITTLE ROCK,Sanders,sde,0.1
Lyon,PCT 6 LITTLE ROCK,Steyer,expression_1,0
Lyon,PCT 6 LITTLE ROCK,Steyer,expression_2,0
Lyon,PCT 6 LITTLE ROCK,Steyer,sde,0
Lyon,PCT 6 LITTLE ROCK,Uncommitted,expression_1,0
Lyon,PCT 6 LITTLE ROCK,Uncommitted,expression_2,0
Lyon,PCT 6 LITTLE ROCK,Uncommitted,sde,0
Lyon,PCT 6 LITTLE ROCK,Warren,expression_1,0
Lyon,PCT 6 LITTLE ROCK,Warren,expression_2,0
Lyon,PCT 6 LITTLE ROCK,Warren,sde,0
Lyon,PCT 6 LITTLE ROCK,Yang,expression_1,0
Lyon,PCT 6 LITTLE ROCK,Yang,expression_2,0
Lyon,PCT 6 LITTLE ROCK,Yang,sde,0
Lyon,PCT 7 ROCK RAPIDS,Bennet,expression_1,0
Lyon,PCT 7 ROCK RAPIDS,Bennet,expression_2,0
Lyon,PCT 7 ROCK RAPIDS,Bennet,sde,0
Lyon,PCT 7 ROCK RAPIDS,Biden,expression_1,4
Lyon,PCT 7 ROCK RAPIDS,Biden,expression_2,4
Lyon,PCT 7 ROCK RAPIDS,Biden,sde,0.1
Lyon,PCT 7 ROCK RAPIDS,Bloomberg,expression_1,1
Lyon,PCT 7 ROCK RAPIDS,Bloomberg,expression_2,0
Lyon,PCT 7 ROCK RAPIDS,Bloomberg,sde,0
Lyon,PCT 7 ROCK RAPIDS,Buttigieg,expression_1,5
Lyon,PCT 7 ROCK RAPIDS,Buttigieg,expression_2,5
Lyon,PCT 7 ROCK RAPIDS,Buttigieg,sde,0.1
Lyon,PCT 7 ROCK RAPIDS,Delaney,expression_1,0
Lyon,PCT 7 ROCK RAPIDS,Delaney,expression_2,0
Lyon,PCT 7 ROCK RAPIDS,Delaney,sde,0
Lyon,PCT 7 ROCK RAPIDS,Gabbard,expression_1,0
Lyon,PCT 7 ROCK RAPIDS,Gabbard,expression_2,0
Lyon,PCT 7 ROCK RAPIDS,Gabbard,sde,0
Lyon,PCT 7 ROCK RAPIDS,Klobuchar,expression_1,4
Lyon,PCT 7 ROCK RAPIDS,Klobuchar,expression_2,5
Lyon,PCT 7 ROCK RAPIDS,Klobuchar,sde,0.1
Lyon,PCT 7 ROCK RAPIDS,Other,expression_1,0
Lyon,PCT 7 ROCK RAPIDS,Other,expression_2,0
Lyon,PCT 7 ROCK RAPIDS,Other,sde,0
Lyon,PCT 7 ROCK RAPIDS,Patrick,expression_1,0
Lyon,PCT 7 ROCK RAPIDS,Patrick,expression_2,0
Lyon,PCT 7 ROCK RAPIDS,Patrick,sde,0
Lyon,PCT 7 ROCK RAPIDS,Sanders,expression_1,5
Lyon,PCT 7 ROCK RAPIDS,Sanders,expression_2,8
Lyon,PCT 7 ROCK RAPIDS,Sanders,sde,0.1
Lyon,PCT 7 ROCK RAPIDS,Steyer,expression_1,0
Lyon,PCT 7 ROCK RAPIDS,Steyer,expression_2,0
Lyon,PCT 7 ROCK RAPIDS,Steyer,sde,0
Lyon,PCT 7 ROCK RAPIDS,Uncommitted,expression_1,0
Lyon,PCT 7 ROCK RAPIDS,Uncommitted,expression_2,0
Lyon,PCT 7 ROCK RAPIDS,Uncommitted,sde,0
Lyon,PCT 7 ROCK RAPIDS,Warren,expression_1,3
Lyon,PCT 7 ROCK RAPIDS,Warren,expression_2,0
Lyon,PCT 7 ROCK RAPIDS,Warren,sde,0
Lyon,PCT 7 ROCK RAPIDS,Yang,expression_1,0
Lyon,PCT 7 ROCK RAPIDS,Yang,expression_2,0
Lyon,PCT 7 ROCK RAPIDS,Yang,sde,0
Lyon,PCT 8 ROCK RAPIDS,Bennet,expression_1,0
Lyon,PCT 8 ROCK RAPIDS,Bennet,expression_2,0
Lyon,PCT 8 ROCK RAPIDS,Bennet,sde,0
Lyon,PCT 8 ROCK RAPIDS,Biden,expression_1,6
Lyon,PCT 8 ROCK RAPIDS,Biden,expression_2,6
Lyon,PCT 8 ROCK RAPIDS,Biden,sde,0.1
Lyon,PCT 8 ROCK RAPIDS,Bloomberg,expression_1,0
Lyon,PCT 8 ROCK RAPIDS,Bloomberg,expression_2,0
Lyon,PCT 8 ROCK RAPIDS,Bloomberg,sde,0
Lyon,PCT 8 ROCK RAPIDS,Buttigieg,expression_1,10
Lyon,PCT 8 ROCK RAPIDS,Buttigieg,expression_2,10
Lyon,PCT 8 ROCK RAPIDS,Buttigieg,sde,0.2
Lyon,PCT 8 ROCK RAPIDS,Delaney,expression_1,0
Lyon,PCT 8 ROCK RAPIDS,Delaney,expression_2,0
Lyon,PCT 8 ROCK RAPIDS,Delaney,sde,0
Lyon,PCT 8 ROCK RAPIDS,Gabbard,expression_1,0
Lyon,PCT 8 ROCK RAPIDS,Gabbard,expression_2,0
Lyon,PCT 8 ROCK RAPIDS,Gabbard,sde,0
Lyon,PCT 8 ROCK RAPIDS,Klobuchar,expression_1,10
Lyon,PCT 8 ROCK RAPIDS,Klobuchar,expression_2,10
Lyon,PCT 8 ROCK RAPIDS,Klobuchar,sde,0.2
Lyon,PCT 8 ROCK RAPIDS,Other,expression_1,0
Lyon,PCT 8 ROCK RAPIDS,Other,expression_2,0
Lyon,PCT 8 ROCK RAPIDS,Other,sde,0
Lyon,PCT 8 ROCK RAPIDS,Patrick,expression_1,0
Lyon,PCT 8 ROCK RAPIDS,Patrick,expression_2,0
Lyon,PCT 8 ROCK RAPIDS,Patrick,sde,0
Lyon,PCT 8 ROCK RAPIDS,Sanders,expression_1,7
Lyon,PCT 8 ROCK RAPIDS,Sanders,expression_2,7
Lyon,PCT 8 ROCK RAPIDS,Sanders,sde,0.1
Lyon,PCT 8 ROCK RAPIDS,Steyer,expression_1,0
Lyon,PCT 8 ROCK RAPIDS,Steyer,expression_2,0
Lyon,PCT 8 ROCK RAPIDS,Steyer,sde,0
Lyon,PCT 8 ROCK RAPIDS,Uncommitted,expression_1,0
Lyon,PCT 8 ROCK RAPIDS,Uncommitted,expression_2,0
Lyon,PCT 8 ROCK RAPIDS,Uncommitted,sde,0
Lyon,PCT 8 ROCK RAPIDS,Warren,expression_1,6
Lyon,PCT 8 ROCK RAPIDS,Warren,expression_2,6
Lyon,PCT 8 ROCK RAPIDS,Warren,sde,0
Lyon,PCT 8 ROCK RAPIDS,Yang,expression_1,0
Lyon,PCT 8 ROCK RAPIDS,Yang,expression_2,0
Lyon,PCT 8 ROCK RAPIDS,Yang,sde,0
Lyon,Total,Bennet,expression_1,0
Lyon,Total,Bennet,expression_2,0
